,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,3361.0,3622.0,4074.0,4561.0,4112.0,3882.0,2066.0,2488.0,2154.0,2097.0,2688.0,3268.0,3288
Expenses,2926.0,3006.0,3357.0,3845.0,3771.0,3493.0,2253.0,2512.0,1922.0,1818.0,2304.0,2754.0,2717
Operating Profit,435.0,616.0,717.0,717.0,341.0,389.0,-188.0,-24.0,232.0,279.0,384.0,513.0,571
OPM %,13.0,17.0,18.0,16.0,8.0,10.0,-9.0,-1.0,11.0,13.0,14.0,16.0,17
Other Income,63.0,89.0,82.0,-63.0,32.0,120.0,77.0,17.0,537.0,29.0,75.0,40.0,52
Interest,264.0,338.0,440.0,522.0,547.0,564.0,92.0,114.0,74.0,57.0,42.0,30.0,28
Depreciation,223.0,264.0,333.0,418.0,308.0,300.0,60.0,61.0,64.0,68.0,70.0,67.0,70
Profit before tax,11.0,104.0,27.0,-287.0,-481.0,-355.0,-264.0,-181.0,630.0,183.0,346.0,455.0,525
Tax %,42.0,21.0,50.0,12.0,11.0,-1.0,-2.0,126.0,33.0,20.0,16.0,23.0,
Net Profit,7.0,82.0,13.0,-251.0,-428.0,-358.0,-268.0,49.0,421.0,152.0,291.0,351.0,400
EPS in Rs,0.12,2.59,0.35,-8.31,-14.1,-11.78,-8.9,1.57,13.74,4.91,9.56,11.49,13.10
