,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,121.0,160.0,242.0,195.0,124.0,32.0,39.0,29.0,30.0,61.0,96.0,167.0,191
Expenses,119.0,156.0,237.0,193.0,122.0,33.0,38.0,28.0,30.0,60.0,96.0,164.0,188
Operating Profit,2.0,4.0,5.0,2.0,2.0,-1.0,1.0,1.0,1.0,1.0,-0.0,3.0,3
OPM %,1.0,2.0,2.0,1.0,2.0,-3.0,2.0,4.0,2.0,1.0,-0.0,2.0,1
Other Income,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3
Interest,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Profit before tax,2.0,3.0,7.0,2.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,5.0,4
Tax %,28.0,43.0,32.0,32.0,31.0,0.0,-25.0,-8.0,55.0,50.0,50.0,29.0,
Net Profit,1.0,2.0,5.0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,4.0,3
EPS in Rs,2.09,3.16,7.66,2.35,1.58,-2.28,0.52,1.11,0.07,0.08,0.03,6.43,5.26
