,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,31.0,34.0,40.0,44.0,52.0,53.0,54.0,60.0,64.0,48.0,73.0,116.0,118
Expenses,27.0,31.0,36.0,40.0,46.0,47.0,48.0,53.0,56.0,43.0,65.0,100.0,102
Operating Profit,4.0,3.0,4.0,4.0,6.0,6.0,6.0,7.0,7.0,5.0,7.0,16.0,16
OPM %,12.0,8.0,9.0,9.0,11.0,11.0,10.0,11.0,11.0,10.0,10.0,14.0,14
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
Interest,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
Depreciation,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,6.0,6
Profit before tax,1.0,0.0,1.0,0.0,3.0,3.0,4.0,2.0,3.0,0.0,3.0,9.0,9
Tax %,32.0,81.0,16.0,62.0,38.0,32.0,12.0,28.0,26.0,0.0,33.0,22.0,
Net Profit,1.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,7.0,7
EPS in Rs,1.47,0.12,0.85,0.24,3.84,4.17,6.68,2.5,3.8,0.91,3.6,14.55,13.69
