,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,217.0,235.0,247.0,270.0,594.0,2519.0,4107.0,2757.0,259.0,225.0,308.0,353.0,356
Expenses,207.0,227.0,235.0,254.0,577.0,2504.0,4083.0,2739.0,247.0,215.0,281.0,334.0,342
Operating Profit,10.0,8.0,12.0,16.0,16.0,15.0,25.0,18.0,11.0,9.0,27.0,20.0,14
OPM %,5.0,4.0,5.0,6.0,3.0,1.0,1.0,1.0,4.0,4.0,9.0,6.0,4
Other Income,3.0,2.0,1.0,1.0,3.0,2.0,5.0,-0.0,1.0,1.0,2.0,2.0,1
Interest,7.0,10.0,7.0,7.0,6.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,1
Depreciation,5.0,6.0,6.0,7.0,9.0,6.0,4.0,4.0,10.0,8.0,6.0,7.0,8
Profit before tax,1.0,-5.0,1.0,3.0,5.0,9.0,24.0,14.0,-0.0,1.0,21.0,13.0,5
Tax %,1.0,-59.0,39.0,28.0,21.0,27.0,34.0,48.0,2050.0,18.0,27.0,26.0,
Net Profit,1.0,-8.0,0.0,2.0,4.0,6.0,16.0,7.0,0.0,1.0,15.0,10.0,4
EPS in Rs,0.79,-4.53,0.22,1.27,2.32,3.4,8.73,4.0,0.21,0.41,8.1,5.1,2.33
