,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.33,1.39,0.55,1.05,0.98,1.5,3.16,0.67,0.66,0.63,0.81,0.91,0.96
Expenses,0.23,1.21,0.42,1.0,0.75,1.32,3.06,0.65,0.69,0.34,0.9,0.94,0.96
Operating Profit,0.10,0.18,0.13,0.05,0.23,0.18,0.1,0.02,-0.03,0.29,-0.09,-0.03,-0.00
OPM %,30.30,12.95,23.64,4.76,23.47,12.0,3.16,2.99,-4.55,46.03,-11.11,-3.3,-0.00
Other Income,-0.10,0.02,-0.06,-0.0,-0.04,-0.0,-0.0,-0.0,-0.03,0.02,-0.0,-0.0,0.01
Interest,-0.00,-0.0,-0.0,-0.0,0.01,-0.0,-0.0,-0.0,-0.0,-0.0,0.03,0.05,0.05
Depreciation,-0.00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00
Profit before tax,-0.00,0.2,0.07,0.05,0.18,0.18,0.1,0.02,-0.06,0.31,-0.12,-0.08,-0.04
Tax %,,20.0,28.57,40.0,22.22,33.33,20.0,200.0,-0.0,3.23,-50.0,37.5,
Net Profit,-0.00,0.17,0.05,0.04,0.14,0.13,0.08,-0.02,-0.06,0.3,-0.18,-0.06,-0.03
EPS in Rs,-0.00,0.49,0.14,0.11,0.4,0.37,0.23,-0.06,-0.17,0.86,-0.51,-0.17,-0.08
