,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,79.0,78.0,81.0,95.0,99.0,119.0,158.0,193.0,187.0,204.0,324.0,420.0,443
Expenses,73.0,71.0,70.0,80.0,85.0,100.0,132.0,158.0,166.0,168.0,251.0,315.0,332
Operating Profit,6.0,7.0,11.0,15.0,14.0,19.0,26.0,36.0,21.0,36.0,73.0,105.0,112
OPM %,8.0,9.0,14.0,16.0,14.0,16.0,16.0,18.0,11.0,18.0,23.0,25.0,25
Other Income,4.0,1.0,-1.0,-1.0,1.0,2.0,4.0,5.0,5.0,4.0,5.0,8.0,6
Interest,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,7.0,6
Depreciation,2.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,8.0,9
Profit before tax,4.0,2.0,4.0,8.0,6.0,14.0,22.0,32.0,16.0,33.0,70.0,98.0,103
Tax %,30.0,35.0,15.0,41.0,37.0,38.0,27.0,29.0,23.0,26.0,26.0,25.0,
Net Profit,3.0,1.0,4.0,5.0,4.0,9.0,16.0,23.0,13.0,24.0,52.0,73.0,77
EPS in Rs,0.46,0.21,0.61,0.86,0.71,1.5,2.78,4.01,2.22,4.19,9.02,12.68,13.38
