,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,13.0,9.0,4.0,5.0,9.0,10.0,8.0,7.0,6.0,5.0,96.0,132.0,313
Expenses,10.0,3.0,4.0,3.0,4.0,6.0,4.0,3.0,4.0,2.0,78.0,112.0,298
Operating Profit,3.0,6.0,0.0,1.0,6.0,4.0,4.0,4.0,2.0,3.0,18.0,20.0,15
OPM %,21.0,70.0,3.0,25.0,60.0,43.0,54.0,62.0,37.0,57.0,19.0,15.0,5
Other Income,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,743.0,2.0,50
Interest,0.0,0.0,0.0,0.0,3.0,4.0,4.0,2.0,1.0,0.0,2.0,0.0,2
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3
Profit before tax,5.0,7.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,748.0,20.0,61
Tax %,23.0,34.0,37.0,28.0,21.0,33.0,45.0,29.0,28.0,39.0,-0.0,-4.0,
Net Profit,4.0,5.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,750.0,21.0,60
EPS in Rs,10.6,13.05,0.34,2.17,5.65,2.46,2.06,4.48,3.08,4.85,163.67,59.17,100.44
