,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1650.0,1552.0,1467.0,1219.0,1148.0,1185.0,1416.0,1791.0,1423.0,1223.0,2098.0,2072.0,1766
Expenses,1568.0,1414.0,1289.0,1103.0,1014.0,1003.0,1305.0,1641.0,1330.0,1102.0,1834.0,1930.0,1692
Operating Profit,81.0,138.0,178.0,116.0,135.0,183.0,112.0,151.0,93.0,120.0,264.0,142.0,74
OPM %,5.0,9.0,12.0,9.0,12.0,15.0,8.0,8.0,7.0,10.0,13.0,7.0,4
Other Income,18.0,-5.0,10.0,7.0,4.0,5.0,43.0,17.0,42.0,14.0,21.0,19.0,32
Interest,32.0,29.0,21.0,17.0,10.0,6.0,3.0,3.0,3.0,2.0,1.0,2.0,4
Depreciation,67.0,72.0,71.0,43.0,41.0,42.0,42.0,45.0,46.0,41.0,40.0,41.0,46
Profit before tax,0.0,31.0,96.0,63.0,88.0,140.0,109.0,119.0,86.0,92.0,244.0,118.0,55
Tax %,-2409.0,30.0,34.0,42.0,33.0,35.0,36.0,36.0,-10.0,23.0,25.0,23.0,
Net Profit,9.0,22.0,63.0,37.0,59.0,91.0,70.0,77.0,96.0,71.0,184.0,90.0,43
EPS in Rs,4.02,10.02,28.8,16.74,27.05,41.63,32.08,35.05,43.72,32.46,84.28,41.39,19.53
