,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,10.0,19.0,33.0,37.0,47.0,51.0,62.0,62.0,79.0,103.0,173.0,250.0,333
Expenses,10.0,19.0,32.0,36.0,44.0,48.0,58.0,56.0,73.0,95.0,165.0,236.0,314
Operating Profit,-0.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,8.0,8.0,13.0,19
OPM %,-0.0,3.0,3.0,4.0,5.0,6.0,7.0,8.0,8.0,8.0,5.0,5.0,6
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2.0,0.0,0
Interest,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,3
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,3
Profit before tax,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,8.0,13
Tax %,20.0,32.0,26.0,30.0,32.0,33.0,27.0,29.0,27.0,28.0,25.0,26.0,
Net Profit,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,6.0,10
EPS in Rs,0.29,1.0,0.93,0.74,1.43,1.81,1.06,1.52,1.8,2.14,2.52,5.24,8.76
