,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,72.0,138.0,104.0,102.0,68.0,47.0,47.0,203.0,91.0,91.0,136.0,187.0,216
Expenses,56.0,118.0,108.0,87.0,53.0,50.0,38.0,197.0,93.0,35.0,49.0,85.0,79
Operating Profit,17.0,20.0,-5.0,15.0,15.0,-3.0,10.0,6.0,-2.0,55.0,86.0,102.0,137
OPM %,23.0,14.0,-5.0,15.0,22.0,-7.0,20.0,3.0,-2.0,61.0,64.0,55.0,63
Other Income,1.0,1.0,2.0,1.0,3.0,19.0,2.0,4.0,18.0,5.0,3.0,5.0,9
Interest,5.0,5.0,11.0,12.0,13.0,10.0,7.0,2.0,0.0,0.0,0.0,0.0,0
Depreciation,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2
Profit before tax,11.0,15.0,-16.0,3.0,4.0,4.0,4.0,7.0,14.0,59.0,89.0,106.0,144
Tax %,17.0,20.0,-5.0,18.0,20.0,31.0,22.0,61.0,21.0,27.0,27.0,28.0,
Net Profit,9.0,12.0,-16.0,3.0,3.0,3.0,3.0,3.0,11.0,43.0,65.0,77.0,105
EPS in Rs,0.55,0.76,-1.06,0.18,0.2,0.21,0.22,0.2,0.79,3.35,4.98,5.96,8.19
