,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,63.0,63.0,67.0,74.0,74.0,81.0,102.0,132.0,140.0,177.0,282.0,297.0,260
Expenses,58.0,59.0,63.0,71.0,71.0,77.0,98.0,126.0,133.0,168.0,271.0,288.0,253
Operating Profit,5.0,4.0,4.0,3.0,3.0,4.0,4.0,6.0,7.0,8.0,12.0,9.0,6
OPM %,8.0,7.0,6.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,2
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,2.0,0.0,0.0,0
Interest,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3
Depreciation,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2
Profit before tax,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,7.0,4.0,2
Tax %,3.0,3.0,2.0,11.0,9.0,-35.0,3.0,19.0,11.0,25.0,26.0,27.0,
Net Profit,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,5.0,3.0,1
EPS in Rs,2.47,2.43,1.2,0.95,0.98,1.61,1.38,1.52,1.72,3.83,4.97,3.01,1.16
